Company,Ticker,Strengths,Risks,PE,EPS,ROE,DebtEquity,RevenueGrowth,Score,Recommendation
Sheela Foam Limited,SFL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",119.46393,4.85,0.01732,40.731,0.077,-4,SELL
SG Finserve Limited,SGFIN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],26.348896,15.42,0.10416,177.049,1.419,-1,SELL
Synergy Green Industries Limited,SGIL.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",51.03586,10.04,0.18739,179.329,-0.19,-4,SELL
STL Global Limited,SGL.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-0.04,-0.00494,56.3,0.139,-2,SELL
Standard Glass Lining Technology Limited,SGLTL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",41.809525,3.57,,18.173,0.105,-2,SELL
SG Mart Limited,SGMART.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",37.203392,10.03,0.09,17.439,-0.061,-5,SELL
Shah Metacorp Limited,SHAH.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",44.727272,0.11,0.04282,20.738,0.376,-3,SELL
Shah Alloys Limited,SHAHALLOYS.NS,[],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']",102.666664,0.66,,,-0.955,-2,SELL
Shaily Engineering Plastics Limited,SHAILY.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",73.59912,31.73,0.25863,29.807,0.337,0,SELL
Shakti Pumps (India) Limited,SHAKTIPUMP.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],22.120071,33.23,0.31280002,37.999,0.041,0,SELL
Shalby Limited,SHALBY.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",526.9737,0.38,-0.00022,53.318,0.067,-4,SELL
Shalimar Paints Limited,SHALPAINTS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-13.58,-0.20408002,66.655,-0.076,-4,SELL
Shankara Building Products Limited,SHANKARA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",3.6512718,29.88,0.11495,14.499,-0.789,-1,SELL
Shanti Overseas (India) Limited,SHANTI.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-2.51,-0.15116,38.071,0.293,-2,SELL
Shanthi Gears Limited,SHANTIGEAR.NS,['High profitability'],"['Stock may be overvalued', 'Debt data missing', 'Declining revenues']",38.767517,12.13,0.2299,,-0.149,0,SELL
Shanti Gold International Limited,SHANTIGOLD.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']",12.796874,14.72,,34.024,0.616,1,SELL
Sharda Cropchem Limited,SHARDACROP.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",[],17.131441,50.06,0.18185,0.148,0.196,2,HOLD
Sharda Motor Industries Limited,SHARDAMOTR.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],16.16529,58.14,0.32656,4.414,0.107,1,SELL
Share India Securities Limited,SHAREINDIA.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",13.991849,12.27,0.1161,22.746,-0.289,-1,SELL
Shekhawati Industries Limited,SHEKHAWATI.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",11.188571,1.75,0.40132,1.825,-0.832,1,SELL
Shemaroo Entertainment Limited,SHEMAROO.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-48.52,-0.2994,78.655,-0.115,-4,SELL
Shilchar Technologies Limited,SHILCTECH.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['Debt data missing'],25.389765,155.35,0.52479,,0.312,3,HOLD
Shilpa Medicare Limited,SHILPAMED.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",58.197464,5.52,0.057690002,24.328,0.076,-4,SELL
Shivalik Rasayan Limited,SHIVALIK.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",41.85039,8.89,0.03521,17.115,0.138,-3,SELL
Shivam Autotech Limited,SHIVAMAUTO.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-4.43,-3.17824,19197.627,-0.063,-4,SELL
Shiva Mills Limited,SHIVAMILLS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-3.5,-0.0325,6.938,-0.367,-4,SELL
Shiva Texyarn Limited,SHIVATEX.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",14.4668255,12.51,0.12003,72.496,0.104,1,SELL
Shiv Aum Steels Limited,SHIVAUM.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",41.682896,7.19,0.04346,63.231,-0.088,-5,SELL
S H Kelkar and Company Limited,SHK.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],16.03125,11.2,0.12405,66.836,0.026,-2,SELL
Shoppers Stop Limited,SHOPERSTOP.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",240.1506,1.66,0.06673,1155.819,0.127,-3,SELL
Shradha Infraprojects Limited,SHRADHA.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",11.77581,3.39,0.16503,92.509,0.53,1,SELL
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",35.47638,2.54,0.104899995,39.119,0.111,-2,SELL
SHREE CEMENT LIMITED,SHREECEM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",55.522865,475.84,0.07935,9.525,0.174,-3,SELL
Shreeji Shipping Global Limited,SHREEJISPG.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",40.203487,8.6,,30.028,0.113,-2,SELL
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],17.194132,22.15,0.13209,26.764,0.452,-1,SELL
Shree Rama Multi-Tech Limited,SHREERAMA.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],15.220048,4.09,0.40311,13.028,0.175,1,SELL
Shrenik Limited,SHRENIK.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-0.04,,,0.757,1,SELL
Shreyans Industries Limited,SHREYANIND.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",5.102526,34.04,0.11228,13.049,0.074,0,SELL
Shringar House of Mangalsutra Limited,SHRINGARMS.NS,"['Fair valuation', 'Strong revenue growth']","['ROE data missing', 'High debt risk']",27.43378,8.23,,30.311,0.271,-1,SELL
Shriram Pistons & Rings Limited,SHRIPISTON.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],26.019892,122.66,0.22016001,19.519,0.16,1,SELL
Shriram Finance Limited,SHRIRAMFIN.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],18.363932,52.29,0.17323999,279.083,0.113,-1,SELL
Shriram Properties Limited,SHRIRAMPPS.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",16.013283,5.27,0.06695,50.86,0.461,-2,SELL
Shyam Century Ferrous Limited,SHYAMCENT.NS,[],"['PE data missing', 'Weak profitability', 'Moderate debt level', 'Declining revenues']",,-0.35,-0.04531,0.669,-0.772,-2,SELL
Shyam Metalics and Energy Limited,SHYAMMETL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",23.538551,34.76,0.08509,9.426,0.226,-2,SELL
Shyam Telecom Limited,SHYAMTEL.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",,-4.75,,,,0,SELL
Sical Logistics Limited,SICALLOG.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",490.0,0.19,,468.87,1.323,-2,SELL
Siemens Limited,SIEMENS.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']",65.41983,47.4,,1.098,-0.2,-4,SELL
Sigachi Industries Limited,SIGACHI.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.35,-0.10738,32.202,-0.096,-4,SELL
Signet Industries Limited,SIGIND.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",10.21576,5.33,0.07017,173.841,0.19,0,SELL
Sigma Solve Limited,SIGMA.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",30.62963,1.89,0.45837003,5.498,0.5,0,SELL
Signatureglobal (India) Limited,SIGNATURE.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",207.77371,5.48,0.113929994,356.187,-0.548,-4,SELL
Signpost India Limited,SIGNPOST.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",30.990057,7.04,0.15923001,82.071,0.033,-3,SELL
Sikko Industries Limited,SIKKO.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",45.583332,0.12,0.09133001,14.246,0.254,-3,SELL
Standard Industries Limited,SIL.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-2.76,-0.13607,1.847,0.41,-2,SELL
Silgo Retail Limited,SILGO.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']",30.01498,2.67,0.062470004,,0.815,-1,SELL
SIL Investments Limited,SILINV.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'Debt data missing']",14.20033,36.39,0.01298,,0.158,2,HOLD
Silly Monks Entertainment Limited,SILLYMONKS.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.07,-0.01007,2.097,-0.044,-4,SELL
Silver Touch Technologies Limited,SILVERTUC.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",43.031784,20.45,0.19631,33.247,0.135,-2,SELL
Simbhaoli Sugars Limited,SIMBHALS.NS,['Low valuation'],"['Stock appears undervalued', 'ROE data missing', 'Debt data missing', 'Declining revenues']",4.1858406,2.26,,,-0.268,1,SELL
Simplex Infrastructures Limited,SIMPLEXINF.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",36.819447,7.2,0.080740005,196.588,-0.075,-5,SELL
Sinclairs Hotels Limited,SINCLAIR.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",46.689266,1.77,0.07966,30.207,0.111,-3,SELL
Sindhu Trade Links Limited,SINDHUTRAD.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.25,-0.01622,20.418,-0.664,-4,SELL
Sintercom India Limited,SINTERCOM.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",283.41666,0.36,0.00985,46.836,0.123,-3,SELL
Sirca Paints India Limited,SIRCA.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",46.486614,10.46,0.15093,10.211,0.243,-2,SELL
SIS LIMITED,SIS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",91.23656,3.72,0.02046,67.098,0.152,-3,SELL
Siti Networks Limited,SITINET.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-2.41,,,-0.122,-1,SELL
Siyaram Silk Mills Limited,SIYSIL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']",14.084094,46.02,0.16375,30.58,0.161,1,SELL
S.J.S. Enterprises Limited,SJS.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",40.570633,43.11,0.20193,4.444,0.254,0,SELL
SJVN Limited,SJVN.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",51.13103,1.45,0.03809,202.556,0.006,-4,SELL
SKF India Limited,SKFINDIA.NS,"['Fair valuation', 'High profitability', 'Low debt', 'Slow revenue growth']",[],16.395649,108.48,0.21259001,0.122,0.052,3,HOLD
SKF India (Industrial) Limited,SKFINDUS.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",,,,,,0,SELL
Skipper Limited,SKIPPER.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],28.341152,14.92,0.14839,62.585,0.137,-1,SELL
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],20.743761,20.84,0.17358999,50.68,0.584,-1,SELL
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS,"['High profitability', 'Strong revenue growth']","['PE data missing', 'High debt risk']",,-544.09,0.26775,78.497,0.931,1,SELL
Smartlink Holdings Limited,SMARTLINK.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",12.682951,10.44,0.053340003,1.501,0.239,0,SELL
Smartworks Coworking Spaces Limited,SMARTWORKS.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']",,-3.02,,860.311,0.212,-1,SELL
SMC Global Securities Limited,SMCGLOBAL.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",18.85225,4.67,0.08094,162.127,-0.026,-4,SELL
SML Mahindra Limited,SMLMAH.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",37.050537,97.95,0.36546,57.155,0.01,-1,SELL
Sarthak Metals Limited,SMLT.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",32.050907,2.75,0.03097,2.352,-0.206,-5,SELL
SMS Pharmaceuticals Limited,SMSPHARMA.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",31.604748,9.69,0.1305,44.465,0.232,-2,SELL
Snowman Logistics Limited,SNOWMAN.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",223.83333,0.18,0.00721,80.305,0.085,-4,SELL
Sobha Limited,SOBHA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",105.38461,14.04,0.03664,23.042,0.508,-3,SELL
Softtech Engineers Limited,SOFTTECH.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",332.57898,0.95,0.012209999,26.731,0.168,-3,SELL
Solara Active Pharma Sciences Limited,SOLARA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",478.67523,1.17,0.00546,51.38,-0.096,-5,SELL
Solar Industries India Limited,SOLARINDS.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",85.144104,146.07,0.30285,16.425,0.214,0,SELL
Solarworld Energy Solutions Limited,SOLARWORLD.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']",30.911215,8.56,,27.204,-0.029,-4,SELL
Solex Energy Limited,SOLEX.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],21.66639,60.49,0.37625,155.692,0.135,1,SELL
Somany Ceramics Limited,SOMANYCERA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",30.139194,13.65,0.055970002,37.969,0.028,-4,SELL
Soma Textiles & Industries Limited,SOMATEX.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']",145.93259,0.89,0.01819,0.187,-0.799,-2,SELL
Somi Conveyor Beltings Limited,SOMICONVEY.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",33.36702,3.76,0.058179997,19.262,-0.421,-5,SELL
Sona BLW Precision Forgings Limited,SONACOMS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",48.844986,9.87,0.10786,3.604,0.234,-2,SELL
SONAM LIMITED,SONAMLTD.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']",26.196201,1.58,0.09709,30.114,0.28,-2,SELL
Sonata Software Limited,SONATSOFTW.NS,"['Fair valuation', 'High profitability']","['High debt risk', 'Declining revenues']",23.045254,15.91,0.27018,41.695,-0.023,-1,SELL
Savita Oil Technologies Limited,SOTL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'Debt data missing']",19.28924,20.26,0.08293,,0.186,0,SELL
The South Indian Bank Limited,SOUTHBANK.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']",7.2524085,5.19,0.13551,,0.067,2,HOLD
South West Pinnacle Exploration Limited,SOUTHWEST.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],23.12178,8.54,0.16344,51.856,1.282,-1,SELL
S. P. Apparels Limited,SPAL.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],15.900092,43.94,0.13124,45.394,0.092,-2,SELL
Spandana Sphoorty Financial Limited,SPANDANA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']",,-198.23,-0.51758,147.688,,-3,SELL
Sun Pharma Advanced Research Company Limited,SPARC.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-8.23,,,-0.389,-1,SELL
Spacenet Enterprises India Limited,SPCENET.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Moderate debt level']",28.250002,0.24,0.09591,0.597,0.075,-1,SELL
Speciality Restaurants Limited,SPECIALITY.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",25.093542,4.49,0.06343,42.426,0.116,-2,SELL
Spectrum Electrical Industries Limited,SPECTRUM.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",63.95558,18.91,0.15076,76.093,0.35,-2,SELL
Spencer's Retail Limited,SPENCERS.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']",,-26.79,,,-0.141,-1,SELL
Southern Petrochemicals Industries Corporation  Limited,SPIC.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",8.924342,9.12,0.15179,34.524,0.076,0,SELL
