Company,Ticker,Strengths,Risks
SIS LIMITED,SIS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Siti Networks Limited,SITINET.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Siyaram Silk Mills Limited,SIYSIL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
S.J.S. Enterprises Limited,SJS.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
SJVN Limited,SJVN.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
SKF India Limited,SKFINDIA.NS,"['Fair valuation', 'High profitability', 'Low debt', 'Slow revenue growth']",[]
SKF India (Industrial) Limited,SKFINDUS.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Skipper Limited,SKIPPER.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS,"['High profitability', 'Strong revenue growth']","['PE data missing', 'High debt risk']"
Smartlink Holdings Limited,SMARTLINK.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Smartworks Coworking Spaces Limited,SMARTWORKS.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']"
SMC Global Securities Limited,SMCGLOBAL.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
SML Mahindra Limited,SMLMAH.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sarthak Metals Limited,SMLT.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
SMS Pharmaceuticals Limited,SMSPHARMA.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Snowman Logistics Limited,SNOWMAN.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sobha Limited,SOBHA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Softtech Engineers Limited,SOFTTECH.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Solara Active Pharma Sciences Limited,SOLARA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Solar Industries India Limited,SOLARINDS.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Solarworld Energy Solutions Limited,SOLARWORLD.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']"
Solex Energy Limited,SOLEX.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
Somany Ceramics Limited,SOMANYCERA.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Soma Textiles & Industries Limited,SOMATEX.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']"
Somi Conveyor Beltings Limited,SOMICONVEY.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sona BLW Precision Forgings Limited,SONACOMS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
SONAM LIMITED,SONAMLTD.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Sonata Software Limited,SONATSOFTW.NS,"['Fair valuation', 'High profitability']","['High debt risk', 'Declining revenues']"
Savita Oil Technologies Limited,SOTL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'Debt data missing']"
The South Indian Bank Limited,SOUTHBANK.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']"
South West Pinnacle Exploration Limited,SOUTHWEST.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
S. P. Apparels Limited,SPAL.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Spandana Sphoorty Financial Limited,SPANDANA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']"
Sun Pharma Advanced Research Company Limited,SPARC.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Spacenet Enterprises India Limited,SPCENET.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Moderate debt level']"
Speciality Restaurants Limited,SPECIALITY.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Spectrum Electrical Industries Limited,SPECTRUM.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Spencer's Retail Limited,SPENCERS.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Declining revenues']"
Southern Petrochemicals Industries Corporation  Limited,SPIC.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
SPL Industries Limited,SPLIL.NS,['Fair valuation'],"['Weak profitability', 'Debt data missing', 'Declining revenues']"
Supreme Petrochem Limited,SPLPETRO.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
SPML Infra Limited,SPMLINFRA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sportking India Limited,SPORTKING.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Shankar Lal Rampal Dye-Chem Limited,SRD.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']"
Sreeleathers Limited,SREEL.NS,"['Fair valuation', 'Low debt', 'Strong revenue growth']",['Weak profitability']
SRF Limited,SRF.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
SRG Housing Finance Limited,SRGHFL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
SRM Contractors Limited,SRM.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Shree Ram Proteins Limited,SRPL.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']"
Saraswati Saree Depot Limited,SSDL.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Steel Strips Wheels Limited,SSWL.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Stallion India Fluorochemicals Limited,STALLION.NS,"['Average profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued']
Stanley Lifestyles Limited,STANLEY.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Strides Pharma Science Limited,STAR.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Star Cement Limited,STARCEMENT.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Star Health and Allied Insurance Company Limited,STARHEALTH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Star Paper Mills Limited,STARPAPER.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'Moderate debt level', 'Declining revenues']"
Starteck Finance Limited,STARTECK.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
The State Trading Corporation of India Limited,STCINDIA.NS,[],"['Stock may be overvalued', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Steelcast Limited,STEELCAS.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['Debt data missing']
Steel City Securities Limited,STEELCITY.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Stel Holdings Limited,STEL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Debt data missing']"
Sterling Tools Limited,STERTOOLS.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
STL Networks Limited,STLNETWORK.NS,[],"['PE data missing', 'ROE data missing', 'High debt risk', 'Declining revenues']"
Sterlite Technologies Limited,STLTECH.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Stove Kraft Limited,STOVEKRAFT.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Studds Accessories Limited,STUDDS.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']"
Seshaasai Technologies Limited,STYL.NS,['Fair valuation'],"['ROE data missing', 'High debt risk', 'Declining revenues']"
Stylam Industries Limited,STYLAMIND.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['Debt data missing']
Baazar Style Retail Limited,STYLEBAAZA.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Styrenix Performance Materials Limited,STYRENIX.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Subex Limited,SUBEXLTD.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Subros Limited,SUBROS.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sudeep Pharma Limited,SUDEEPPHRM.NS,['Slow revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Sukhjit Starch & Chemicals Limited,SUKHJITS.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Sula Vineyards Limited,SULA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sumeet Industries Limited,SUMEETINDS.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Sumitomo Chemical India Limited,SUMICHEM.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Sumit Woods Limited,SUMIT.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Summit Securities Limited,SUMMITSEC.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Debt data missing']"
Sundaram Clayton Limited,SUNCLAY.NS,[],"['PE data missing', 'ROE data missing', 'High debt risk', 'Declining revenues']"
Sundaram Multi Pap Limited,SUNDARAM.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Sundaram Finance Limited,SUNDARMFIN.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Sundaram Brake Linings Limited,SUNDRMBRAK.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Sundram Fasteners Limited,SUNDRMFAST.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sundrop Brands Limited,SUNDROP.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'Moderate debt level']"
Sunflag Iron And Steel Company Limited,SUNFLAG.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Sun Pharmaceutical Industries Limited,SUNPHARMA.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Sunteck Realty Limited,SUNTECK.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Sun TV Network Limited,SUNTV.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Superhouse Limited,SUPERHOUSE.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Super Spinning Mills Limited,SUPERSPIN.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Suprajit Engineering Limited,SUPRAJIT.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Supreme Holdings & Hospitality (India) Limited,SUPREME.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Supreme Engineering Limited,SUPREMEENG.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Supreme Industries Limited,SUPREMEIND.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Supreme Infrastructure India Limited,SUPREMEINF.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'ROE data missing', 'High debt risk']"
Supriya Lifescience Limited,SUPRIYA.NS,"['Average profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued']
Suraj Estate Developers Limited,SURAJEST.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Suraj Limited,SURAJLTD.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Suraksha Diagnostic Limited,SURAKSHA.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Surana Solar Limited,SURANASOL.NS,['Low debt'],"['Stock may be overvalued', 'Weak profitability', 'Declining revenues']"
Surana Telecom and Power Limited,SURANAT&P.NS,"['Low valuation', 'Average profitability', 'Strong revenue growth']","['Stock appears undervalued', 'High debt risk']"
Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Surya Roshni Limited,SURYAROSNI.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Suryoday Small Finance Bank Limited,SURYODAY.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Debt data missing']"
Sutlej Textiles and Industries Limited,SUTLEJTEX.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Suven Life Sciences Limited,SUVEN.NS,[],"['PE data missing', 'Weak profitability', 'Debt data missing', 'Declining revenues']"
Suvidhaa Infoserve Limited,SUVIDHAA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Suyog Telematics Limited,SUYOG.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Suzlon Energy Limited,SUZLON.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
Shree Vasu Logistics Limited,SVLL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
SVP GLOBAL TEXTILES LIMITED,SVPGLOB.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
SWAN CORP LIMITED,SWANCORP.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Swaraj Engines Limited,SWARAJENG.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['Moderate debt level']
